region,window,A,B,q,diff,lo,hi,significant,n_a,n_b
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,0.014994323253631592,0.008277448639273644,0.020245589502155773,True,5104,5104
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",95.0,-0.007943590171635151,-0.013162907487712977,-0.0025317682465540404,True,5104,5104
shared,11,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",99.0,-0.01860729662701477,-0.029545733481646012,-0.009181916141358937,True,5104,5104
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",1.0,0.07986855864524844,0.051433139637112636,0.09940917102992534,True,5568,5104
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",5.0,0.040188620984554335,0.0249940232560039,0.05640971329063177,True,5568,5104
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",50.0,0.04031620919704437,0.03536101933568716,0.04586674962192773,True,5568,5104
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",95.0,0.03422703128308058,0.02842799476813545,0.039236329081468305,True,5568,5104
shared,11,"('WT', 'VEH')","('Dp1Yey', 'VEH')",99.0,0.03125511153601068,0.022970666620763937,0.038593615789897576,True,5568,5104
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",1.0,-0.03850391983985901,-0.06733213415741923,-0.022549152374267578,True,6496,5104
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",5.0,-0.04539030343294148,-0.06023850820958614,-0.029813323691487335,True,6496,5104
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",50.0,0.015405520796775818,0.009072337113320828,0.02103581856936216,True,6496,5104
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,0.01580275055021052,0.010399184986017648,0.02050596826011319,True,6496,5104
shared,11,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,0.00577878762967865,-0.0043014606691430535,0.014977945388527591,False,6496,5104
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,nan,nan,nan,False,361,0
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,nan,nan,nan,False,361,0
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,nan,nan,nan,False,361,0
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,nan,nan,nan,False,361,0
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,nan,nan,nan,False,361,0
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,361,0
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,361,0
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,361,0
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",95.0,nan,nan,nan,False,361,0
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",99.0,nan,nan,nan,False,361,0
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",1.0,-0.042310357093811035,-0.1786650061607361,0.011149828881025156,False,361,361
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",5.0,0.015989303588867188,-0.016423308104276658,0.0414452850818634,False,361,361
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",50.0,0.0735686719417572,0.046326979994773865,0.10785207413136955,True,361,361
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",95.0,0.014499069191515446,-0.025138741359114647,0.04994885269552469,False,361,361
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",99.0,-0.012163369357585552,-0.07826994812115981,0.05867158703505999,False,361,361
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,0,0
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,0,0
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,0,0
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,nan,nan,nan,False,0,0
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,nan,nan,nan,False,0,0
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,0.12282532036304472,0.0945753111988306,0.14676635658740994,True,5532,6454
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,0.09827877134084706,0.08613785527646542,0.11469526894390583,True,5532,6454
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,0.0401897057890892,0.03533309977501631,0.04680602587759495,True,5532,6454
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,0.010437919013202235,0.005731446752324615,0.01574161163531252,True,5532,6454
shared,12,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,0.004241479495540101,-0.002790790391969594,0.011432946746877816,False,5532,6454
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,-0.009857326745986938,-0.0331603242456913,0.019207137227058378,False,5071,5071
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,0.005680263042449951,-0.00683821476995945,0.02168115116655826,False,5071,5071
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,0.010445699095726013,0.004002432525157929,0.016678284108638745,True,5071,5071
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",95.0,-0.009152865037322044,-0.0162578210234642,-0.003461013501510033,True,5071,5071
shared,12,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",99.0,-0.01354152397252606,-0.02291823232051689,-0.0034989800746552044,True,5071,5071
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",1.0,0.0861268979310989,0.05834172061085701,0.11110883697867394,True,5532,5071
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",5.0,0.03685597628355031,0.026004835553467272,0.052171709835529295,True,5532,5071
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",50.0,0.04591626673936844,0.04096612110733986,0.051780281588435166,True,5532,5071
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",95.0,0.03638858366757636,0.03084793981164694,0.042700269166380166,True,5532,5071
shared,12,"('WT', 'VEH')","('Dp1Yey', 'VEH')",99.0,0.031198186054825494,0.021851752336601995,0.03808383975177995,True,5532,5071
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",1.0,-0.04655574917793276,-0.07092724093794822,-0.015296606719493898,True,6454,5071
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",5.0,-0.0557425320148468,-0.0700963343679905,-0.037916963472962355,True,6454,5071
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",50.0,0.01617226004600525,0.009644340351223945,0.022191913053393363,True,6454,5071
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,0.016797799617052078,0.010784070617519317,0.021600272511132057,True,6454,5071
shared,12,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,0.013415182586759333,0.004485176195426713,0.021969030122272668,True,6454,5071
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,nan,nan,nan,False,358,0
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,nan,nan,nan,False,358,0
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,nan,nan,nan,False,358,0
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,nan,nan,nan,False,358,0
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,nan,nan,nan,False,358,0
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,358,0
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,358,0
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,358,0
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",95.0,nan,nan,nan,False,358,0
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",99.0,nan,nan,nan,False,358,0
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",1.0,-0.053456646800041197,-0.10749464766681191,0.000988602638244629,False,358,358
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",5.0,-0.007782642543315843,-0.05133645594120025,0.02844982217997311,False,358,358
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",50.0,0.06579869240522385,0.02077233549207449,0.10161783806979656,True,358,358
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",95.0,0.0077742028981449,-0.02686231129744557,0.06001597506226976,False,358,358
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",99.0,0.037290116623043934,-0.04618401600047985,0.06158014569431547,False,358,358
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,0,0
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,0,0
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,0,0
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,nan,nan,nan,False,0,0
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,nan,nan,nan,False,0,0
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,0.13221760392189025,0.10885593350231648,0.1542715619653463,True,5496,6412
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,0.09867169409990312,0.0856527453288436,0.11439304217696192,True,5496,6412
